sales,id
443.7183966,3001063
443.7183966,3001064
39047.2189,3001065
0,3001066
0,3001067
887.4367931,3001068
2662.310379,3001069
0,3001070
6212.057552,3001071
0,3001072
7099.494345,3001073
1774.873586,3001074
3993.465569,3001075
0,3001076
0,3001077
7543.212742,3001078
0,3001079
0,3001080
0,3001081
0,3001082
98949.20243,3001083
6212.057552,3001084
0,3001085
0,3001086
0,3001087
887.4367931,3001088
19967.32785,3001089
0,3001090
7543.212742,3001091
0,3001092
14198.98869,3001093
50583.89721,3001094
8430.649535,3001095
887.4367931,3001096
443.7183966,3001097
46590.43164,3001098
0,3001099
0,3001100
887.4367931,3001101
2662.310379,3001102
0,3001103
6655.775949,3001104
0,3001105
7099.494345,3001106
2218.591983,3001107
3549.747173,3001108
0,3001109
0,3001110
7099.494345,3001111
0,3001112
0,3001113
0,3001114
0,3001115
92293.42649,3001116
6212.057552,3001117
0,3001118
0,3001119
0,3001120
887.4367931,3001121
15086.42548,3001122
0,3001123
6655.775949,3001124
0,3001125
13755.27029,3001126
47921.58683,3001127
7986.931138,3001128
443.7183966,3001129
443.7183966,3001130
43040.68447,3001131
0,3001132
0,3001133
887.4367931,3001134
2662.310379,3001135
0,3001136
6212.057552,3001137
0,3001138
7099.494345,3001139
2218.591983,3001140
3993.465569,3001141
0,3001142
0,3001143
8430.649535,3001144
0,3001145
0,3001146
443.7183966,3001147
443.7183966,3001148
93624.58168,3001149
6212.057552,3001150
0,3001151
0,3001152
0,3001153
887.4367931,3001154
15086.42548,3001155
0,3001156
6655.775949,3001157
0,3001158
13311.5519,3001159
61676.85712,3001160
7986.931138,3001161
443.7183966,3001162
443.7183966,3001163
40378.37409,3001164
0,3001165
0,3001166
887.4367931,3001167
2662.310379,3001168
0,3001169
7099.494345,3001170
0,3001171
7099.494345,3001172
2218.591983,3001173
3993.465569,3001174
0,3001175
0,3001176
7099.494345,3001177
0,3001178
0,3001179
0,3001180
0,3001181
78538.15619,3001182
6212.057552,3001183
0,3001184
0,3001185
0,3001186
887.4367931,3001187
17748.73586,3001188
0,3001189
7543.212742,3001190
0,3001191
15086.42548,3001192
71438.66185,3001193
7986.931138,3001194
443.7183966,3001195
443.7183966,3001196
43040.68447,3001197
0,3001198
0,3001199
887.4367931,3001200
2662.310379,3001201
0,3001202
7099.494345,3001203
0,3001204
6655.775949,3001205
2662.310379,3001206
3993.465569,3001207
0,3001208
0,3001209
9318.086328,3001210
0,3001211
0,3001212
443.7183966,3001213
443.7183966,3001214
69220.06986,3001215
6212.057552,3001216
0,3001217
0,3001218
0,3001219
887.4367931,3001220
17305.01747,3001221
0,3001222
6655.775949,3001223
0,3001224
12424.1151,3001225
51471.334,3001226
7986.931138,3001227
443.7183966,3001228
443.7183966,3001229
39490.93729,3001230
0,3001231
0,3001232
887.4367931,3001233
2662.310379,3001234
0,3001235
6212.057552,3001236
0,3001237
7099.494345,3001238
1774.873586,3001239
4437.183966,3001240
0,3001241
0,3001242
6655.775949,3001243
0,3001244
0,3001245
0,3001246
0,3001247
97618.04725,3001248
6212.057552,3001249
0,3001250
0,3001251
0,3001252
887.4367931,3001253
10205.52312,3001254
0,3001255
5324.620759,3001256
0,3001257
9761.804725,3001258
18192.45426,3001259
7986.931138,3001260
443.7183966,3001261
443.7183966,3001262
28841.69578,3001263
0,3001264
0,3001265
887.4367931,3001266
2662.310379,3001267
0,3001268
4880.902362,3001269
0,3001270
7099.494345,3001271
2662.310379,3001272
4437.183966,3001273
0,3001274
443.7183966,3001275
8874.367931,3001276
0,3001277
0,3001278
0,3001279
0,3001280
113148.1911,3001281
6212.057552,3001282
0,3001283
0,3001284
0,3001285
887.4367931,3001286
17305.01747,3001287
0,3001288
7099.494345,3001289
0,3001290
13311.5519,3001291
66557.75949,3001292
7986.931138,3001293
443.7183966,3001294
443.7183966,3001295
40822.09248,3001296
0,3001297
0,3001298
887.4367931,3001299
2662.310379,3001300
0,3001301
6212.057552,3001302
0,3001303
5324.620759,3001304
2218.591983,3001305
3993.465569,3001306
0,3001307
0,3001308
8430.649535,3001309
0,3001310
0,3001311
0,3001312
0,3001313
78981.87459,3001314
5768.339155,3001315
0,3001316
0,3001317
0,3001318
887.4367931,3001319
20411.04624,3001320
0,3001321
7099.494345,3001322
0,3001323
14198.98869,3001324
65670.32269,3001325
7986.931138,3001326
443.7183966,3001327
443.7183966,3001328
43484.40286,3001329
0,3001330
0,3001331
887.4367931,3001332
2662.310379,3001333
0,3001334
6655.775949,3001335
0,3001336
7099.494345,3001337
2218.591983,3001338
3993.465569,3001339
0,3001340
0,3001341
7986.931138,3001342
0,3001343
443.7183966,3001344
0,3001345
0,3001346
75432.12742,3001347
6212.057552,3001348
0,3001349
0,3001350
0,3001351
887.4367931,3001352
16417.58067,3001353
0,3001354
6655.775949,3001355
0,3001356
14198.98869,3001357
54133.64438,3001358
7986.931138,3001359
443.7183966,3001360
443.7183966,3001361
39490.93729,3001362
0,3001363
0,3001364
887.4367931,3001365
2662.310379,3001366
0,3001367
6655.775949,3001368
0,3001369
7099.494345,3001370
887.4367931,3001371
4437.183966,3001372
0,3001373
0,3001374
7543.212742,3001375
0,3001376
0,3001377
0,3001378
443.7183966,3001379
90074.8345,3001380
5324.620759,3001381
0,3001382
0,3001383
0,3001384
887.4367931,3001385
9318.086328,3001386
0,3001387
5324.620759,3001388
0,3001389
10649.24152,3001390
19967.32785,3001391
7986.931138,3001392
443.7183966,3001393
443.7183966,3001394
31060.28776,3001395
0,3001396
0,3001397
887.4367931,3001398
2662.310379,3001399
0,3001400
5324.620759,3001401
0,3001402
7099.494345,3001403
2218.591983,3001404
3993.465569,3001405
0,3001406
0,3001407
8430.649535,3001408
0,3001409
0,3001410
0,3001411
0,3001412
112260.7543,3001413
6212.057552,3001414
0,3001415
0,3001416
0,3001417
887.4367931,3001418
10649.24152,3001419
0,3001420
5324.620759,3001421
0,3001422
10205.52312,3001423
18192.45426,3001424
7986.931138,3001425
443.7183966,3001426
443.7183966,3001427
27954.25898,3001428
0,3001429
0,3001430
887.4367931,3001431
2662.310379,3001432
0,3001433
4880.902362,3001434
0,3001435
7099.494345,3001436
2218.591983,3001437
3993.465569,3001438
0,3001439
0,3001440
7099.494345,3001441
0,3001442
0,3001443
0,3001444
0,3001445
112704.4727,3001446
6212.057552,3001447
0,3001448
0,3001449
0,3001450
887.4367931,3001451
9761.804725,3001452
0,3001453
5324.620759,3001454
0,3001455
10205.52312,3001456
19523.60945,3001457
7986.931138,3001458
443.7183966,3001459
443.7183966,3001460
27954.25898,3001461
0,3001462
0,3001463
887.4367931,3001464
2662.310379,3001465
0,3001466
5324.620759,3001467
0,3001468
7099.494345,3001469
2218.591983,3001470
3993.465569,3001471
0,3001472
0,3001473
7986.931138,3001474
0,3001475
0,3001476
0,3001477
0,3001478
112260.7543,3001479
5768.339155,3001480
0,3001481
0,3001482
0,3001483
887.4367931,3001484
10205.52312,3001485
0,3001486
5324.620759,3001487
0,3001488
9761.804725,3001489
18636.17266,3001490
7986.931138,3001491
443.7183966,3001492
443.7183966,3001493
28841.69578,3001494
0,3001495
0,3001496
887.4367931,3001497
2218.591983,3001498
0,3001499
5768.339155,3001500
0,3001501
7099.494345,3001502
2218.591983,3001503
4437.183966,3001504
0,3001505
0,3001506
8430.649535,3001507
0,3001508
0,3001509
443.7183966,3001510
0,3001511
111817.0359,3001512
5768.339155,3001513
0,3001514
0,3001515
0,3001516
887.4367931,3001517
10649.24152,3001518
0,3001519
5768.339155,3001520
0,3001521
8874.367931,3001522
18192.45426,3001523
7986.931138,3001524
443.7183966,3001525
443.7183966,3001526
28841.69578,3001527
0,3001528
0,3001529
887.4367931,3001530
2662.310379,3001531
0,3001532
5324.620759,3001533
0,3001534
7099.494345,3001535
2218.591983,3001536
4437.183966,3001537
0,3001538
0,3001539
8430.649535,3001540
0,3001541
0,3001542
0,3001543
0,3001544
113148.1911,3001545
5768.339155,3001546
0,3001547
0,3001548
0,3001549
887.4367931,3001550
20854.76464,3001551
0,3001552
7986.931138,3001553
0,3001554
14198.98869,3001555
67001.47788,3001556
7986.931138,3001557
443.7183966,3001558
443.7183966,3001559
44815.55805,3001560
0,3001561
0,3001562
887.4367931,3001563
2662.310379,3001564
0,3001565
7099.494345,3001566
0,3001567
6212.057552,3001568
1331.15519,3001569
4437.183966,3001570
0,3001571
0,3001572
7986.931138,3001573
0,3001574
0,3001575
0,3001576
0,3001577
77650.7194,3001578
5768.339155,3001579
0,3001580
0,3001581
0,3001582
887.4367931,3001583
20854.76464,3001584
0,3001585
7986.931138,3001586
0,3001587
15973.86228,3001588
67445.19628,3001589
7986.931138,3001590
443.7183966,3001591
443.7183966,3001592
46146.71324,3001593
0,3001594
0,3001595
887.4367931,3001596
2662.310379,3001597
0,3001598
6212.057552,3001599
0,3001600
6655.775949,3001601
1774.873586,3001602
3993.465569,3001603
0,3001604
0,3001605
8874.367931,3001606
0,3001607
0,3001608
0,3001609
443.7183966,3001610
74544.69062,3001611
6212.057552,3001612
0,3001613
0,3001614
0,3001615
887.4367931,3001616
9318.086328,3001617
0,3001618
5324.620759,3001619
0,3001620
9761.804725,3001621
16417.58067,3001622
7986.931138,3001623
443.7183966,3001624
443.7183966,3001625
26623.10379,3001626
0,3001627
0,3001628
887.4367931,3001629
2662.310379,3001630
0,3001631
5768.339155,3001632
0,3001633
7099.494345,3001634
2662.310379,3001635
3993.465569,3001636
0,3001637
0,3001638
7986.931138,3001639
0,3001640
0,3001641
0,3001642
0,3001643
112704.4727,3001644
5324.620759,3001645
0,3001646
0,3001647
0,3001648
887.4367931,3001649
19967.32785,3001650
0,3001651
6212.057552,3001652
0,3001653
13311.5519,3001654
48809.02362,3001655
7986.931138,3001656
443.7183966,3001657
443.7183966,3001658
41265.81088,3001659
0,3001660
0,3001661
887.4367931,3001662
2662.310379,3001663
0,3001664
6655.775949,3001665
0,3001666
7099.494345,3001667
1774.873586,3001668
3993.465569,3001669
0,3001670
0,3001671
7099.494345,3001672
0,3001673
0,3001674
0,3001675
0,3001676
90962.2713,3001677
6212.057552,3001678
0,3001679
0,3001680
0,3001681
887.4367931,3001682
18636.17266,3001683
0,3001684
7543.212742,3001685
0,3001686
14198.98869,3001687
62564.29392,3001688
7986.931138,3001689
443.7183966,3001690
443.7183966,3001691
43040.68447,3001692
0,3001693
0,3001694
887.4367931,3001695
2662.310379,3001696
0,3001697
6655.775949,3001698
0,3001699
6655.775949,3001700
1774.873586,3001701
4437.183966,3001702
0,3001703
0,3001704
8430.649535,3001705
0,3001706
0,3001707
443.7183966,3001708
443.7183966,3001709
76319.56421,3001710
6212.057552,3001711
0,3001712
0,3001713
0,3001714
887.4367931,3001715
14642.70709,3001716
0,3001717
6655.775949,3001718
0,3001719
14198.98869,3001720
43484.40286,3001721
7986.931138,3001722
443.7183966,3001723
443.7183966,3001724
41709.52928,3001725
0,3001726
0,3001727
887.4367931,3001728
2662.310379,3001729
0,3001730
6212.057552,3001731
0,3001732
7099.494345,3001733
2218.591983,3001734
4437.183966,3001735
0,3001736
0,3001737
8430.649535,3001738
0,3001739
0,3001740
0,3001741
0,3001742
99836.63923,3001743
6212.057552,3001744
0,3001745
0,3001746
0,3001747
887.4367931,3001748
17748.73586,3001749
0,3001750
6655.775949,3001751
0,3001752
12424.1151,3001753
55908.51797,3001754
7986.931138,3001755
443.7183966,3001756
443.7183966,3001757
42153.24767,3001758
0,3001759
0,3001760
887.4367931,3001761
2662.310379,3001762
0,3001763
6655.775949,3001764
0,3001765
7099.494345,3001766
1331.15519,3001767
4437.183966,3001768
0,3001769
0,3001770
6655.775949,3001771
0,3001772
0,3001773
0,3001774
443.7183966,3001775
87412.52412,3001776
6212.057552,3001777
0,3001778
0,3001779
0,3001780
887.4367931,3001781
18192.45426,3001782
0,3001783
7543.212742,3001784
0,3001785
14642.70709,3001786
61233.13873,3001787
7986.931138,3001788
443.7183966,3001789
443.7183966,3001790
45259.27645,3001791
0,3001792
0,3001793
887.4367931,3001794
2662.310379,3001795
0,3001796
6212.057552,3001797
0,3001798
6212.057552,3001799
2218.591983,3001800
4437.183966,3001801
0,3001802
0,3001803
8874.367931,3001804
0,3001805
0,3001806
0,3001807
443.7183966,3001808
90074.8345,3001809
4880.902362,3001810
0,3001811
0,3001812
0,3001813
887.4367931,3001814
17748.73586,3001815
0,3001816
7099.494345,3001817
0,3001818
12424.1151,3001819
44815.55805,3001820
7986.931138,3001821
887.4367931,3001822
443.7183966,3001823
40822.09248,3001824
0,3001825
0,3001826
887.4367931,3001827
2662.310379,3001828
0,3001829
6212.057552,3001830
0,3001831
7099.494345,3001832
2218.591983,3001833
3993.465569,3001834
0,3001835
0,3001836
8430.649535,3001837
0,3001838
0,3001839
0,3001840
0,3001841
94068.30007,3001842
6212.057552,3001843
0,3001844
0,3001845
0,3001846
887.4367931,3001847
17748.73586,3001848
0,3001849
7099.494345,3001850
0,3001851
14642.70709,3001852
63008.01231,3001853
7986.931138,3001854
443.7183966,3001855
443.7183966,3001856
43928.12126,3001857
0,3001858
0,3001859
887.4367931,3001860
2662.310379,3001861
0,3001862
7099.494345,3001863
0,3001864
5324.620759,3001865
2218.591983,3001866
4437.183966,3001867
0,3001868
0,3001869
8430.649535,3001870
0,3001871
0,3001872
0,3001873
0,3001874
76763.28261,3001875
6212.057552,3001876
0,3001877
0,3001878
0,3001879
887.4367931,3001880
11536.67831,3001881
0,3001882
5324.620759,3001883
0,3001884
10649.24152,3001885
20854.76464,3001886
7986.931138,3001887
443.7183966,3001888
443.7183966,3001889
28841.69578,3001890
0,3001891
0,3001892
887.4367931,3001893
2662.310379,3001894
0,3001895
5768.339155,3001896
0,3001897
7099.494345,3001898
2218.591983,3001899
3993.465569,3001900
0,3001901
0,3001902
7986.931138,3001903
0,3001904
0,3001905
0,3001906
0,3001907
112260.7543,3001908
6212.057552,3001909
0,3001910
0,3001911
0,3001912
887.4367931,3001913
10205.52312,3001914
0,3001915
5324.620759,3001916
0,3001917
8874.367931,3001918
19967.32785,3001919
8430.649535,3001920
443.7183966,3001921
443.7183966,3001922
25291.9486,3001923
0,3001924
0,3001925
887.4367931,3001926
2662.310379,3001927
0,3001928
4880.902362,3001929
0,3001930
7099.494345,3001931
2218.591983,3001932
4437.183966,3001933
0,3001934
0,3001935
7543.212742,3001936
0,3001937
443.7183966,3001938
0,3001939
0,3001940
112260.7543,3001941
6212.057552,3001942
0,3001943
0,3001944
0,3001945
887.4367931,3001946
22629.63822,3001947
0,3001948
6655.775949,3001949
0,3001950
15086.42548,3001951
68776.35147,3001952
7986.931138,3001953
443.7183966,3001954
443.7183966,3001955
47477.86843,3001956
0,3001957
0,3001958
887.4367931,3001959
2662.310379,3001960
0,3001961
7099.494345,3001962
0,3001963
5768.339155,3001964
2218.591983,3001965
4437.183966,3001966
0,3001967
0,3001968
8430.649535,3001969
0,3001970
0,3001971
443.7183966,3001972
0,3001973
63008.01231,3001974
6212.057552,3001975
0,3001976
0,3001977
0,3001978
887.4367931,3001979
9318.086328,3001980
0,3001981
5324.620759,3001982
0,3001983
10205.52312,3001984
19079.89105,3001985
7986.931138,3001986
443.7183966,3001987
443.7183966,3001988
27066.82219,3001989
0,3001990
0,3001991
887.4367931,3001992
2662.310379,3001993
0,3001994
6212.057552,3001995
0,3001996
7099.494345,3001997
2218.591983,3001998
4437.183966,3001999
0,3002000
0,3002001
8430.649535,3002002
0,3002003
0,3002004
0,3002005
0,3002006
112260.7543,3002007
6212.057552,3002008
0,3002009
0,3002010
0,3002011
887.4367931,3002012
20411.04624,3002013
0,3002014
7986.931138,3002015
0,3002016
13755.27029,3002017
57239.67316,3002018
7986.931138,3002019
443.7183966,3002020
443.7183966,3002021
47034.15004,3002022
0,3002023
0,3002024
887.4367931,3002025
2662.310379,3002026
0,3002027
6212.057552,3002028
0,3002029
7099.494345,3002030
1774.873586,3002031
3993.465569,3002032
0,3002033
0,3002034
7986.931138,3002035
0,3002036
0,3002037
0,3002038
0,3002039
80756.74818,3002040
6212.057552,3002041
0,3002042
0,3002043
0,3002044
887.4367931,3002045
9318.086328,3002046
0,3002047
5324.620759,3002048
0,3002049
10649.24152,3002050
18636.17266,3002051
7986.931138,3002052
443.7183966,3002053
443.7183966,3002054
27510.54059,3002055
0,3002056
0,3002057
887.4367931,3002058
2662.310379,3002059
0,3002060
4880.902362,3002061
0,3002062
7099.494345,3002063
2218.591983,3002064
3549.747173,3002065
0,3002066
0,3002067
7543.212742,3002068
0,3002069
443.7183966,3002070
443.7183966,3002071
0,3002072
111817.0359,3002073
5768.339155,3002074
0,3002075
0,3002076
0,3002077
887.4367931,3002078
8430.649535,3002079
0,3002080
5324.620759,3002081
0,3002082
11092.95991,3002083
18192.45426,3002084
7986.931138,3002085
443.7183966,3002086
443.7183966,3002087
28841.69578,3002088
0,3002089
0,3002090
887.4367931,3002091
2662.310379,3002092
0,3002093
4880.902362,3002094
0,3002095
7099.494345,3002096
2218.591983,3002097
4437.183966,3002098
0,3002099
0,3002100
7543.212742,3002101
0,3002102
0,3002103
0,3002104
0,3002105
113148.1911,3002106
6212.057552,3002107
0,3002108
0,3002109
0,3002110
887.4367931,3002111
18192.45426,3002112
0,3002113
7099.494345,3002114
0,3002115
13311.5519,3002116
64782.8859,3002117
7986.931138,3002118
443.7183966,3002119
443.7183966,3002120
40822.09248,3002121
0,3002122
0,3002123
887.4367931,3002124
2662.310379,3002125
0,3002126
5768.339155,3002127
0,3002128
6212.057552,3002129
2218.591983,3002130
4437.183966,3002131
0,3002132
0,3002133
7986.931138,3002134
0,3002135
0,3002136
0,3002137
0,3002138
70551.22505,3002139
4880.902362,3002140
0,3002141
0,3002142
0,3002143
887.4367931,3002144
10205.52312,3002145
0,3002146
5768.339155,3002147
0,3002148
9318.086328,3002149
16861.29907,3002150
7986.931138,3002151
443.7183966,3002152
443.7183966,3002153
24848.23021,3002154
0,3002155
0,3002156
887.4367931,3002157
2662.310379,3002158
0,3002159
4880.902362,3002160
2662.310379,3002161
7099.494345,3002162
2662.310379,3002163
4880.902362,3002164
0,3002165
0,3002166
8430.649535,3002167
0,3002168
0,3002169
0,3002170
0,3002171
113148.1911,3002172
6212.057552,3002173
0,3002174
0,3002175
0,3002176
887.4367931,3002177
10649.24152,3002178
0,3002179
5324.620759,3002180
0,3002181
9761.804725,3002182
17748.73586,3002183
7986.931138,3002184
443.7183966,3002185
443.7183966,3002186
26179.3854,3002187
0,3002188
0,3002189
887.4367931,3002190
2662.310379,3002191
0,3002192
4880.902362,3002193
3993.465569,3002194
7099.494345,3002195
2662.310379,3002196
3549.747173,3002197
0,3002198
0,3002199
8430.649535,3002200
0,3002201
443.7183966,3002202
0,3002203
0,3002204
113591.9095,3002205
6212.057552,3002206
0,3002207
0,3002208
0,3002209
887.4367931,3002210
8430.649535,3002211
0,3002212
5324.620759,3002213
0,3002214
10205.52312,3002215
15530.14388,3002216
7986.931138,3002217
443.7183966,3002218
443.7183966,3002219
26623.10379,3002220
0,3002221
0,3002222
887.4367931,3002223
2662.310379,3002224
0,3002225
4880.902362,3002226
1774.873586,3002227
7099.494345,3002228
2218.591983,3002229
3993.465569,3002230
0,3002231
0,3002232
7986.931138,3002233
0,3002234
443.7183966,3002235
0,3002236
0,3002237
113148.1911,3002238
6212.057552,3002239
0,3002240
0,3002241
0,3002242
887.4367931,3002243
9761.804725,3002244
0,3002245
5324.620759,3002246
0,3002247
8874.367931,3002248
15973.86228,3002249
7986.931138,3002250
443.7183966,3002251
443.7183966,3002252
24848.23021,3002253
0,3002254
0,3002255
887.4367931,3002256
2662.310379,3002257
0,3002258
5324.620759,3002259
4880.902362,3002260
7099.494345,3002261
2662.310379,3002262
4437.183966,3002263
0,3002264
0,3002265
8430.649535,3002266
0,3002267
0,3002268
443.7183966,3002269
0,3002270
113591.9095,3002271
6212.057552,3002272
0,3002273
0,3002274
0,3002275
887.4367931,3002276
9761.804725,3002277
0,3002278
5768.339155,3002279
0,3002280
9318.086328,3002281
15530.14388,3002282
7986.931138,3002283
443.7183966,3002284
443.7183966,3002285
27954.25898,3002286
0,3002287
0,3002288
887.4367931,3002289
2662.310379,3002290
0,3002291
4880.902362,3002292
3549.747173,3002293
7099.494345,3002294
2218.591983,3002295
4437.183966,3002296
0,3002297
0,3002298
7543.212742,3002299
0,3002300
887.4367931,3002301
443.7183966,3002302
0,3002303
112704.4727,3002304
6212.057552,3002305
0,3002306
0,3002307
0,3002308
887.4367931,3002309
9761.804725,3002310
0,3002311
5324.620759,3002312
0,3002313
9761.804725,3002314
16861.29907,3002315
7986.931138,3002316
443.7183966,3002317
443.7183966,3002318
26623.10379,3002319
0,3002320
0,3002321
887.4367931,3002322
2662.310379,3002323
0,3002324
4437.183966,3002325
443.7183966,3002326
7099.494345,3002327
2218.591983,3002328
4437.183966,3002329
0,3002330
0,3002331
8874.367931,3002332
0,3002333
0,3002334
0,3002335
0,3002336
113148.1911,3002337
6212.057552,3002338
0,3002339
0,3002340
0,3002341
887.4367931,3002342
8874.367931,3002343
0,3002344
5324.620759,3002345
0,3002346
10649.24152,3002347
18636.17266,3002348
7986.931138,3002349
443.7183966,3002350
443.7183966,3002351
28397.97738,3002352
0,3002353
0,3002354
887.4367931,3002355
2662.310379,3002356
0,3002357
4880.902362,3002358
0,3002359
7099.494345,3002360
1774.873586,3002361
3993.465569,3002362
0,3002363
0,3002364
7543.212742,3002365
0,3002366
0,3002367
0,3002368
0,3002369
113148.1911,3002370
5324.620759,3002371
0,3002372
0,3002373
0,3002374
887.4367931,3002375
10205.52312,3002376
0,3002377
5324.620759,3002378
0,3002379
8874.367931,3002380
17305.01747,3002381
7986.931138,3002382
443.7183966,3002383
443.7183966,3002384
26623.10379,3002385
0,3002386
0,3002387
887.4367931,3002388
2662.310379,3002389
0,3002390
4880.902362,3002391
887.4367931,3002392
7099.494345,3002393
2218.591983,3002394
4437.183966,3002395
0,3002396
0,3002397
7543.212742,3002398
0,3002399
0,3002400
443.7183966,3002401
0,3002402
113591.9095,3002403
6212.057552,3002404
0,3002405
0,3002406
0,3002407
887.4367931,3002408
10205.52312,3002409
0,3002410
5324.620759,3002411
0,3002412
11092.95991,3002413
17748.73586,3002414
7986.931138,3002415
443.7183966,3002416
443.7183966,3002417
28397.97738,3002418
0,3002419
0,3002420
887.4367931,3002421
2662.310379,3002422
0,3002423
5324.620759,3002424
0,3002425
7099.494345,3002426
2218.591983,3002427
3549.747173,3002428
0,3002429
0,3002430
7986.931138,3002431
0,3002432
0,3002433
0,3002434
0,3002435
112704.4727,3002436
6212.057552,3002437
0,3002438
0,3002439
0,3002440
887.4367931,3002441
9318.086328,3002442
0,3002443
5324.620759,3002444
0,3002445
8874.367931,3002446
16417.58067,3002447
7986.931138,3002448
443.7183966,3002449
443.7183966,3002450
26623.10379,3002451
0,3002452
0,3002453
887.4367931,3002454
2218.591983,3002455
0,3002456
4880.902362,3002457
0,3002458
7099.494345,3002459
1331.15519,3002460
4437.183966,3002461
0,3002462
0,3002463
7543.212742,3002464
0,3002465
0,3002466
0,3002467
0,3002468
112704.4727,3002469
4880.902362,3002470
0,3002471
0,3002472
0,3002473
887.4367931,3002474
9318.086328,3002475
0,3002476
5324.620759,3002477
0,3002478
9318.086328,3002479
18636.17266,3002480
7986.931138,3002481
443.7183966,3002482
443.7183966,3002483
28841.69578,3002484
0,3002485
0,3002486
887.4367931,3002487
2662.310379,3002488
0,3002489
5768.339155,3002490
0,3002491
7099.494345,3002492
2218.591983,3002493
3993.465569,3002494
0,3002495
0,3002496
7099.494345,3002497
0,3002498
0,3002499
0,3002500
0,3002501
113148.1911,3002502
6212.057552,3002503
0,3002504
0,3002505
0,3002506
887.4367931,3002507
16417.58067,3002508
0,3002509
5768.339155,3002510
0,3002511
15086.42548,3002512
40822.09248,3002513
8430.649535,3002514
443.7183966,3002515
443.7183966,3002516
47034.15004,3002517
0,3002518
0,3002519
887.4367931,3002520
2662.310379,3002521
0,3002522
6655.775949,3002523
0,3002524
7099.494345,3002525
1774.873586,3002526
3993.465569,3002527
0,3002528
0,3002529
7543.212742,3002530
0,3002531
0,3002532
0,3002533
0,3002534
99836.63923,3002535
6212.057552,3002536
0,3002537
0,3002538
0,3002539
887.4367931,3002540
9318.086328,3002541
0,3002542
5324.620759,3002543
0,3002544
10205.52312,3002545
16861.29907,3002546
7986.931138,3002547
443.7183966,3002548
443.7183966,3002549
26623.10379,3002550
0,3002551
0,3002552
1331.15519,3002553
2218.591983,3002554
0,3002555
4437.183966,3002556
0,3002557
7099.494345,3002558
2218.591983,3002559
4437.183966,3002560
0,3002561
0,3002562
7986.931138,3002563
0,3002564
0,3002565
0,3002566
0,3002567
111817.0359,3002568
6212.057552,3002569
0,3002570
0,3002571
0,3002572
887.4367931,3002573
10205.52312,3002574
0,3002575
5324.620759,3002576
0,3002577
9761.804725,3002578
20411.04624,3002579
7986.931138,3002580
